Date,Day,Weekend,Holiday,Exam_Week,Students_Present,Temperature_C,Item,Actual_Demand,Prepared,Sold,Waste,Waste_Percentage,Price
2024-04-03,Wednesday,False,False,True,839,30.0,Cold Drink,85,96,88,8,8.33,20
2024-04-03,Wednesday,False,False,True,839,30.0,Veg Puff,56,50,50,0,0.0,18
2024-04-03,Wednesday,False,False,True,839,30.0,Maggi,60,57,57,0,0.0,30
2024-04-04,Thursday,False,False,True,749,34.8,Samosa,88,98,84,14,14.29,12
2024-04-04,Thursday,False,False,True,749,34.8,Vada Pav,60,60,57,3,5.0,15
2024-04-04,Thursday,False,False,True,749,34.8,Sandwich,59,61,61,0,0.0,40
2024-04-04,Thursday,False,False,True,749,34.8,Tea,97,103,98,5,4.85,8
2024-04-04,Thursday,False,False,True,749,34.8,Coffee,60,73,60,13,17.81,15
2024-04-04,Thursday,False,False,True,749,34.8,Cold Drink,101,123,94,29,23.58,20
2024-04-04,Thursday,False,False,True,749,34.8,Veg Puff,59,75,56,19,25.33,18
2024-04-04,Thursday,False,False,True,749,34.8,Maggi,46,57,45,12,21.05,30
2024-04-05,Friday,False,False,True,907,41.1,Samosa,93,87,87,0,0.0,12
2024-04-05,Friday,False,False,True,907,41.1,Vada Pav,88,98,94,4,4.08,15
2024-04-05,Friday,False,False,True,907,41.1,Sandwich,61,76,59,17,22.37,40
2024-04-05,Friday,False,False,True,907,41.1,Tea,92,133,88,45,33.83,8
2024-04-05,Friday,False,False,True,907,41.1,Coffee,42,53,41,12,22.64,15
2024-04-05,Friday,False,False,True,907,41.1,Cold Drink,138,159,124,35,22.01,20
2024-04-05,Friday,False,False,True,907,41.1,Veg Puff,64,66,62,4,6.06,18
2024-04-05,Friday,False,False,True,907,41.1,Maggi,65,62,62,0,0.0,30
2024-04-06,Saturday,True,False,True,486,33.2,Samosa,54,64,55,9,14.06,12
2024-04-06,Saturday,True,False,True,486,33.2,Vada Pav,45,49,43,6,12.24,15
2024-04-06,Saturday,True,False,True,486,33.2,Sandwich,22,22,22,0,0.0,40
2024-04-06,Saturday,True,False,True,486,33.2,Tea,61,57,56,1,1.75,8
2024-04-06,Saturday,True,False,True,486,33.2,Coffee,36,44,36,8,18.18,15
2024-04-06,Saturday,True,False,True,486,33.2,Cold Drink,45,50,45,5,10.0,20
2024-04-06,Saturday,True,False,True,486,33.2,Veg Puff,28,22,22,0,0.0,18
2024-04-06,Saturday,True,False,True,486,33.2,Maggi,19,22,21,1,4.55,30
2024-04-07,Sunday,True,False,True,518,33.1,Samosa,59,72,60,12,16.67,12
2024-04-07,Sunday,True,False,True,518,33.1,Vada Pav,44,64,41,23,35.94,15
2024-04-07,Sunday,True,False,True,518,33.1,Sandwich,38,38,38,0,0.0,40
2024-04-07,Sunday,True,False,True,518,33.1,Tea,32,34,31,3,8.82,8
2024-04-07,Sunday,True,False,True,518,33.1,Coffee,44,56,41,15,26.79,15
2024-04-07,Sunday,True,False,True,518,33.1,Cold Drink,51,53,47,6,11.32,20
2024-04-07,Sunday,True,False,True,518,33.1,Veg Puff,28,30,30,0,0.0,18
2024-04-07,Sunday,True,False,True,518,33.1,Maggi,29,27,27,0,0.0,30
2024-04-08,Monday,False,False,True,902,40.3,Samosa,83,72,72,0,0.0,12
2024-04-08,Monday,False,False,True,902,40.3,Vada Pav,84,85,85,0,0.0,15
2024-04-08,Monday,False,False,True,902,40.3,Sandwich,50,57,50,7,12.28,40
2024-04-08,Monday,False,False,True,902,40.3,Tea,83,82,82,0,0.0,8
2024-04-08,Monday,False,False,True,902,40.3,Coffee,40,47,38,9,19.15,15
2024-04-08,Monday,False,False,True,902,40.3,Cold Drink,131,131,131,0,0.0,20
2024-04-08,Monday,False,False,True,902,40.3,Veg Puff,70,78,70,8,10.26,18
2024-04-08,Monday,False,False,True,902,40.3,Maggi,45,49,44,5,10.2,30
2024-04-09,Tuesday,False,False,True,1062,30.7,Samosa,137,178,138,40,22.47,12
2024-04-09,Tuesday,False,False,True,1062,30.7,Vada Pav,111,133,113,20,15.04,15
2024-04-09,Tuesday,False,False,True,1062,30.7,Sandwich,84,112,88,24,21.43,40
2024-04-09,Tuesday,False,False,True,1062,30.7,Tea,115,109,109,0,0.0,8
2024-04-09,Tuesday,False,False,True,1062,30.7,Coffee,82,93,87,6,6.45,15
2024-04-09,Tuesday,False,False,True,1062,30.7,Cold Drink,111,126,111,15,11.9,20
2024-04-09,Tuesday,False,False,True,1062,30.7,Veg Puff,81,65,65,0,0.0,18
2024-04-09,Tuesday,False,False,True,1062,30.7,Maggi,66,87,64,23,26.44,30
2024-04-10,Wednesday,False,False,True,612,35.9,Samosa,61,59,59,0,0.0,12
2024-04-10,Wednesday,False,False,True,612,35.9,Vada Pav,53,56,47,9,16.07,15
2024-04-10,Wednesday,False,False,True,612,35.9,Sandwich,56,75,57,18,24.0,40
2024-04-10,Wednesday,False,False,True,612,35.9,Tea,41,45,40,5,11.11,8
2024-04-10,Wednesday,False,False,True,612,35.9,Coffee,49,61,47,14,22.95,15
2024-04-10,Wednesday,False,False,True,612,35.9,Cold Drink,81,98,86,12,12.24,20
2024-04-10,Wednesday,False,False,True,612,35.9,Veg Puff,48,60,48,12,20.0,18
2024-04-10,Wednesday,False,False,True,612,35.9,Maggi,46,55,44,11,20.0,30
2024-04-11,Thursday,False,False,True,940,36.1,Samosa,101,108,102,6,5.56,12
2024-04-11,Thursday,False,False,True,940,36.1,Vada Pav,88,103,89,14,13.59,15
2024-04-11,Thursday,False,False,True,940,36.1,Sandwich,89,116,89,27,23.28,40
2024-04-11,Thursday,False,False,True,940,36.1,Tea,102,101,101,0,0.0,8
2024-04-11,Thursday,False,False,True,940,36.1,Coffee,85,94,81,13,13.83,15
2024-04-11,Thursday,False,False,True,940,36.1,Cold Drink,118,116,113,3,2.59,20
2024-04-11,Thursday,False,False,True,940,36.1,Veg Puff,63,59,59,0,0.0,18
2024-04-11,Thursday,False,False,True,940,36.1,Maggi,63,63,63,0,0.0,30
2024-04-12,Friday,False,False,True,851,37.1,Samosa,88,112,83,29,25.89,12
2024-04-12,Friday,False,False,True,851,37.1,Vada Pav,84,98,86,12,12.24,15
2024-04-12,Friday,False,False,True,851,37.1,Sandwich,58,58,58,0,0.0,40
2024-04-12,Friday,False,False,True,851,37.1,Tea,62,75,57,18,24.0,8
2024-04-12,Friday,False,False,True,851,37.1,Coffee,65,62,62,0,0.0,15
2024-04-12,Friday,False,False,True,851,37.1,Cold Drink,121,126,124,2,1.59,20
2024-04-12,Friday,False,False,True,851,37.1,Veg Puff,62,66,58,8,12.12,18
2024-04-12,Friday,False,False,True,851,37.1,Maggi,39,46,35,11,23.91,30
2024-04-13,Saturday,True,False,True,504,33.2,Samosa,55,60,54,6,10.0,12
2024-04-13,Saturday,True,False,True,504,33.2,Vada Pav,44,52,44,8,15.38,15
2024-04-13,Saturday,True,False,True,504,33.2,Sandwich,37,34,34,0,0.0,40
2024-04-13,Saturday,True,False,True,504,33.2,Tea,53,52,52,0,0.0,8
2024-04-13,Saturday,True,False,True,504,33.2,Coffee,32,36,32,4,11.11,15
2024-04-13,Saturday,True,False,True,504,33.2,Cold Drink,62,81,57,24,29.63,20
2024-04-13,Saturday,True,False,True,504,33.2,Veg Puff,34,45,34,11,24.44,18
2024-04-13,Saturday,True,False,True,504,33.2,Maggi,32,46,33,13,28.26,30
2024-04-14,Sunday,True,False,True,512,37.1,Samosa,49,56,48,8,14.29,12
2024-04-14,Sunday,True,False,True,512,37.1,Vada Pav,52,53,53,0,0.0,15
2024-04-14,Sunday,True,False,True,512,37.1,Sandwich,38,35,35,0,0.0,40
2024-04-14,Sunday,True,False,True,512,37.1,Tea,6,7,6,1,14.29,8
2024-04-14,Sunday,True,False,True,512,37.1,Coffee,21,24,23,1,4.17,15
2024-04-14,Sunday,True,False,True,512,37.1,Cold Drink,53,52,52,0,0.0,20
2024-04-14,Sunday,True,False,True,512,37.1,Veg Puff,44,50,46,4,8.0,18
2024-04-14,Sunday,True,False,True,512,37.1,Maggi,34,35,33,2,5.71,30
2024-04-15,Monday,False,False,True,923,39.1,Samosa,111,113,113,0,0.0,12
2024-04-15,Monday,False,False,True,923,39.1,Vada Pav,77,84,78,6,7.14,15
2024-04-15,Monday,False,False,True,923,39.1,Sandwich,87,111,88,23,20.72,40
2024-04-15,Monday,False,False,True,923,39.1,Tea,82,94,84,10,10.64,8
2024-04-15,Monday,False,False,True,923,39.1,Coffee,27,29,27,2,6.9,15
2024-04-15,Monday,False,False,True,923,39.1,Cold Drink,123,148,121,27,18.24,20
2024-04-15,Monday,False,False,True,923,39.1,Veg Puff,78,108,76,32,29.63,18
2024-04-15,Monday,False,False,True,923,39.1,Maggi,55,62,53,9,14.52,30
2024-04-16,Tuesday,False,False,True,819,31.7,Samosa,79,98,81,17,17.35,12
2024-04-16,Tuesday,False,False,True,819,31.7,Vada Pav,65,83,62,21,25.3,15
2024-04-16,Tuesday,False,False,True,819,31.7,Sandwich,67,85,66,19,22.35,40
2024-04-16,Tuesday,False,False,True,819,31.7,Tea,99,106,98,8,7.55,8
2024-04-16,Tuesday,False,False,True,819,31.7,Coffee,65,67,64,3,4.48,15
2024-04-16,Tuesday,False,False,True,819,31.7,Cold Drink,79,85,77,8,9.41,20
2024-04-16,Tuesday,False,False,True,819,31.7,Veg Puff,56,62,55,7,11.29,18
2024-04-16,Tuesday,False,False,True,819,31.7,Maggi,53,67,51,16,23.88,30
2024-04-17,Wednesday,False,False,True,679,30.9,Samosa,71,77,68,9,11.69,12
2024-04-17,Wednesday,False,False,True,679,30.9,Vada Pav,48,51,48,3,5.88,15
2024-04-17,Wednesday,False,False,True,679,30.9,Sandwich,59,62,57,5,8.06,40
2024-04-17,Wednesday,False,False,True,679,30.9,Tea,65,74,62,12,16.22,8
2024-04-17,Wednesday,False,False,True,679,30.9,Coffee,64,56,56,0,0.0,15
2024-04-17,Wednesday,False,False,True,679,30.9,Cold Drink,77,90,87,3,3.33,20
2024-04-17,Wednesday,False,False,True,679,30.9,Veg Puff,50,49,49,0,0.0,18
2024-04-17,Wednesday,False,False,True,679,30.9,Maggi,30,34,28,6,17.65,30
2024-04-18,Thursday,False,False,True,891,32.4,Samosa,99,104,104,0,0.0,12
2024-04-18,Thursday,False,False,True,891,32.4,Vada Pav,76,108,79,29,26.85,15
2024-04-18,Thursday,False,False,True,891,32.4,Sandwich,75,90,76,14,15.56,40
2024-04-18,Thursday,False,False,True,891,32.4,Tea,69,76,71,5,6.58,8
2024-04-18,Thursday,False,False,True,891,32.4,Coffee,71,66,66,0,0.0,15
2024-04-18,Thursday,False,False,True,891,32.4,Cold Drink,118,157,117,40,25.48,20
2024-04-18,Thursday,False,False,True,891,32.4,Veg Puff,70,76,64,12,15.79,18
2024-04-18,Thursday,False,False,True,891,32.4,Maggi,48,66,47,19,28.79,30
2024-04-19,Friday,False,False,True,775,33.1,Samosa,110,153,122,31,20.26,12
2024-04-19,Friday,False,False,True,775,33.1,Vada Pav,68,81,62,19,23.46,15
2024-04-19,Friday,False,False,True,775,33.1,Sandwich,74,72,72,0,0.0,40
2024-04-19,Friday,False,False,True,775,33.1,Tea,66,70,63,7,10.0,8
2024-04-19,Friday,False,False,True,775,33.1,Coffee,54,57,52,5,8.77,15
2024-04-19,Friday,False,False,True,775,33.1,Cold Drink,100,98,98,0,0.0,20
2024-04-19,Friday,False,False,True,775,33.1,Veg Puff,64,68,61,7,10.29,18
2024-04-19,Friday,False,False,True,775,33.1,Maggi,46,61,46,15,24.59,30
2024-04-20,Saturday,True,False,True,473,35.5,Samosa,30,37,30,7,18.92,12
2024-04-20,Saturday,True,False,True,473,35.5,Vada Pav,32,32,30,2,6.25,15
2024-04-20,Saturday,True,False,True,473,35.5,Sandwich,35,46,33,13,28.26,40
2024-04-20,Saturday,True,False,True,473,35.5,Tea,44,36,36,0,0.0,8
2024-04-20,Saturday,True,False,True,473,35.5,Coffee,27,27,25,2,7.41,15
2024-04-20,Saturday,True,False,True,473,35.5,Cold Drink,44,52,43,9,17.31,20
2024-04-20,Saturday,True,False,True,473,35.5,Veg Puff,10,8,8,0,0.0,18
2024-04-20,Saturday,True,False,True,473,35.5,Maggi,26,19,19,0,0.0,30
2024-04-21,Sunday,True,False,True,473,38.2,Samosa,39,47,39,8,17.02,12
2024-04-21,Sunday,True,False,True,473,38.2,Vada Pav,14,17,14,3,17.65,15
2024-04-21,Sunday,True,False,True,473,38.2,Sandwich,35,60,31,29,48.33,40
2024-04-21,Sunday,True,False,True,473,38.2,Tea,59,65,59,6,9.23,8
2024-04-21,Sunday,True,False,True,473,38.2,Coffee,23,24,22,2,8.33,15
2024-04-21,Sunday,True,False,True,473,38.2,Cold Drink,57,52,52,0,0.0,20
2024-04-21,Sunday,True,False,True,473,38.2,Veg Puff,24,23,23,0,0.0,18
2024-04-21,Sunday,True,False,True,473,38.2,Maggi,32,34,32,2,5.88,30
2024-04-22,Monday,False,False,True,726,36.3,Samosa,90,128,89,39,30.47,12
2024-04-22,Monday,False,False,True,726,36.3,Vada Pav,71,82,75,7,8.54,15
2024-04-22,Monday,False,False,True,726,36.3,Sandwich,52,65,51,14,21.54,40
2024-04-22,Monday,False,False,True,726,36.3,Tea,67,77,67,10,12.99,8
2024-04-22,Monday,False,False,True,726,36.3,Coffee,48,56,51,5,8.93,15
2024-04-22,Monday,False,False,True,726,36.3,Cold Drink,105,134,102,32,23.88,20
2024-04-22,Monday,False,False,True,726,36.3,Veg Puff,44,56,45,11,19.64,18
2024-04-22,Monday,False,False,True,726,36.3,Maggi,54,57,53,4,7.02,30
2024-04-23,Tuesday,False,False,True,636,32.8,Samosa,84,90,86,4,4.44,12
2024-04-23,Tuesday,False,False,True,636,32.8,Vada Pav,55,65,51,14,21.54,15
2024-04-23,Tuesday,False,False,True,636,32.8,Sandwich,51,35,35,0,0.0,40
2024-04-23,Tuesday,False,False,True,636,32.8,Tea,44,58,45,13,22.41,8
2024-04-23,Tuesday,False,False,True,636,32.8,Coffee,55,75,52,23,30.67,15
2024-04-23,Tuesday,False,False,True,636,32.8,Cold Drink,90,116,88,28,24.14,20
2024-04-23,Tuesday,False,False,True,636,32.8,Veg Puff,53,52,50,2,3.85,18
2024-04-23,Tuesday,False,False,True,636,32.8,Maggi,35,37,33,4,10.81,30
2024-04-24,Wednesday,False,False,True,922,33.2,Samosa,108,114,98,16,14.04,12
2024-04-24,Wednesday,False,False,True,922,33.2,Vada Pav,85,73,73,0,0.0,15
2024-04-24,Wednesday,False,False,True,922,33.2,Sandwich,62,89,64,25,28.09,40
2024-04-24,Wednesday,False,False,True,922,33.2,Tea,99,132,94,38,28.79,8
2024-04-24,Wednesday,False,False,True,922,33.2,Coffee,78,92,79,13,14.13,15
2024-04-24,Wednesday,False,False,True,922,33.2,Cold Drink,122,153,123,30,19.61,20
2024-04-24,Wednesday,False,False,True,922,33.2,Veg Puff,52,52,51,1,1.92,18
2024-04-24,Wednesday,False,False,True,922,33.2,Maggi,57,55,55,0,0.0,30
2024-04-25,Thursday,False,False,True,951,35.8,Samosa,108,120,102,18,15.0,12
2024-04-25,Thursday,False,False,True,951,35.8,Vada Pav,86,102,80,22,21.57,15
2024-04-25,Thursday,False,False,True,951,35.8,Sandwich,79,89,71,18,20.22,40
2024-04-25,Thursday,False,False,True,951,35.8,Tea,78,84,84,0,0.0,8
2024-04-25,Thursday,False,False,True,951,35.8,Coffee,72,68,68,0,0.0,15
2024-04-25,Thursday,False,False,True,951,35.8,Cold Drink,110,144,107,37,25.69,20
2024-04-25,Thursday,False,False,True,951,35.8,Veg Puff,66,89,61,28,31.46,18
2024-04-25,Thursday,False,False,True,951,35.8,Maggi,49,52,51,1,1.92,30
2024-04-26,Friday,False,False,True,648,25.5,Samosa,68,83,72,11,13.25,12
2024-04-26,Friday,False,False,True,648,25.5,Vada Pav,53,57,56,1,1.75,15
2024-04-26,Friday,False,False,True,648,25.5,Sandwich,36,39,36,3,7.69,40
2024-04-26,Friday,False,False,True,648,25.5,Tea,97,104,97,7,6.73,8
2024-04-26,Friday,False,False,True,648,25.5,Coffee,38,39,38,1,2.56,15
2024-04-26,Friday,False,False,True,648,25.5,Cold Drink,47,54,48,6,11.11,20
2024-04-26,Friday,False,False,True,648,25.5,Veg Puff,43,50,40,10,20.0,18
2024-04-26,Friday,False,False,True,648,25.5,Maggi,38,47,38,9,19.15,30
2024-04-27,Saturday,True,False,True,470,34.7,Samosa,52,43,43,0,0.0,12
2024-04-27,Saturday,True,False,True,470,34.7,Vada Pav,31,37,32,5,13.51,15
2024-04-27,Saturday,True,False,True,470,34.7,Sandwich,19,19,18,1,5.26,40
2024-04-27,Saturday,True,False,True,470,34.7,Tea,27,38,25,13,34.21,8
2024-04-27,Saturday,True,False,True,470,34.7,Coffee,22,25,20,5,20.0,15
2024-04-27,Saturday,True,False,True,470,34.7,Cold Drink,45,53,44,9,16.98,20
2024-04-27,Saturday,True,False,True,470,34.7,Veg Puff,26,27,24,3,11.11,18
2024-04-27,Saturday,True,False,True,470,34.7,Maggi,25,35,25,10,28.57,30
2024-04-28,Sunday,True,False,True,511,36.1,Samosa,32,44,32,12,27.27,12
2024-04-28,Sunday,True,False,True,511,36.1,Vada Pav,53,55,55,0,0.0,15
2024-04-28,Sunday,True,False,True,511,36.1,Sandwich,40,49,40,9,18.37,40
2024-04-28,Sunday,True,False,True,511,36.1,Tea,36,47,36,11,23.4,8
2024-04-28,Sunday,True,False,True,511,36.1,Coffee,7,6,6,0,0.0,15
2024-04-28,Sunday,True,False,True,511,36.1,Cold Drink,58,66,61,5,7.58,20
2024-04-28,Sunday,True,False,True,511,36.1,Veg Puff,15,17,13,4,23.53,18
2024-04-28,Sunday,True,False,True,511,36.1,Maggi,30,34,30,4,11.76,30
2024-04-29,Monday,False,False,True,713,37.8,Samosa,93,115,92,23,20.0,12
2024-04-29,Monday,False,False,True,713,37.8,Vada Pav,69,72,71,1,1.39,15
2024-04-29,Monday,False,False,True,713,37.8,Sandwich,71,93,68,25,26.88,40
2024-04-29,Monday,False,False,True,713,37.8,Tea,67,64,64,0,0.0,8
2024-04-29,Monday,False,False,True,713,37.8,Coffee,50,43,43,0,0.0,15
2024-04-29,Monday,False,False,True,713,37.8,Cold Drink,96,106,90,16,15.09,20
2024-04-29,Monday,False,False,True,713,37.8,Veg Puff,53,62,52,10,16.13,18
2024-04-29,Monday,False,False,True,713,37.8,Maggi,38,49,41,8,16.33,30
2024-04-30,Tuesday,False,False,True,751,32.2,Samosa,91,99,90,9,9.09,12
2024-04-30,Tuesday,False,False,True,751,32.2,Vada Pav,74,63,63,0,0.0,15
2024-04-30,Tuesday,False,False,True,751,32.2,Sandwich,60,65,59,6,9.23,40
2024-04-30,Tuesday,False,False,True,751,32.2,Tea,82,73,73,0,0.0,8
2024-04-30,Tuesday,False,False,True,751,32.2,Coffee,61,74,63,11,14.86,15
2024-04-30,Tuesday,False,False,True,751,32.2,Cold Drink,77,94,75,19,20.21,20
2024-04-30,Tuesday,False,False,True,751,32.2,Veg Puff,59,49,49,0,0.0,18
2024-04-30,Tuesday,False,False,True,751,32.2,Maggi,42,51,42,9,17.65,30
2024-05-01,Wednesday,False,False,True,729,31.9,Samosa,81,82,82,0,0.0,12
2024-05-01,Wednesday,False,False,True,729,31.9,Vada Pav,61,43,43,0,0.0,15
2024-05-01,Wednesday,False,False,True,729,31.9,Sandwich,49,44,44,0,0.0,40
2024-05-01,Wednesday,False,False,True,729,31.9,Tea,83,111,84,27,24.32,8
2024-05-01,Wednesday,False,False,True,729,31.9,Coffee,53,64,51,13,20.31,15
2024-05-01,Wednesday,False,False,True,729,31.9,Cold Drink,76,74,69,5,6.76,20
2024-05-01,Wednesday,False,False,True,729,31.9,Veg Puff,48,56,47,9,16.07,18
2024-05-01,Wednesday,False,False,True,729,31.9,Maggi,42,42,42,0,0.0,30
2024-05-02,Thursday,False,False,True,668,36.3,Samosa,63,65,58,7,10.77,12
2024-05-02,Thursday,False,False,True,668,36.3,Vada Pav,55,71,56,15,21.13,15
2024-05-02,Thursday,False,False,True,668,36.3,Sandwich,61,74,57,17,22.97,40
2024-05-02,Thursday,False,False,True,668,36.3,Tea,57,58,58,0,0.0,8
2024-05-02,Thursday,False,False,True,668,36.3,Coffee,32,41,33,8,19.51,15
2024-05-02,Thursday,False,False,True,668,36.3,Cold Drink,105,114,108,6,5.26,20
2024-05-02,Thursday,False,False,True,668,36.3,Veg Puff,64,67,59,8,11.94,18
2024-05-02,Thursday,False,False,True,668,36.3,Maggi,28,35,25,10,28.57,30
2024-05-03,Friday,False,False,True,762,35.3,Samosa,88,106,88,18,16.98,12
2024-05-03,Friday,False,False,True,762,35.3,Vada Pav,80,80,77,3,3.75,15
2024-05-03,Friday,False,False,True,762,35.3,Sandwich,54,68,56,12,17.65,40
2024-05-03,Friday,False,False,True,762,35.3,Tea,81,107,76,31,28.97,8
2024-05-03,Friday,False,False,True,762,35.3,Coffee,73,100,75,25,25.0,15
2024-05-03,Friday,False,False,True,762,35.3,Cold Drink,114,102,102,0,0.0,20
2024-05-03,Friday,False,False,True,762,35.3,Veg Puff,48,60,45,15,25.0,18
2024-05-03,Friday,False,False,True,762,35.3,Maggi,51,69,52,17,24.64,30
2024-05-04,Saturday,True,False,True,514,31.0,Samosa,37,49,38,11,22.45,12
2024-05-04,Saturday,True,False,True,514,31.0,Vada Pav,37,40,33,7,17.5,15
2024-05-04,Saturday,True,False,True,514,31.0,Sandwich,24,34,22,12,35.29,40
2024-05-04,Saturday,True,False,True,514,31.0,Tea,51,66,47,19,28.79,8
2024-05-04,Saturday,True,False,True,514,31.0,Coffee,38,49,38,11,22.45,15
2024-05-04,Saturday,True,False,True,514,31.0,Cold Drink,72,64,64,0,0.0,20
2024-05-04,Saturday,True,False,True,514,31.0,Veg Puff,28,35,28,7,20.0,18
2024-05-04,Saturday,True,False,True,514,31.0,Maggi,21,24,19,5,20.83,30
2024-05-05,Sunday,True,False,True,530,34.9,Samosa,57,74,58,16,21.62,12
2024-05-05,Sunday,True,False,True,530,34.9,Vada Pav,40,40,38,2,5.0,15
2024-05-05,Sunday,True,False,True,530,34.9,Sandwich,45,61,44,17,27.87,40
2024-05-05,Sunday,True,False,True,530,34.9,Tea,44,44,44,0,0.0,8
2024-05-05,Sunday,True,False,True,530,34.9,Coffee,39,56,37,19,33.93,15
2024-05-05,Sunday,True,False,True,530,34.9,Cold Drink,52,61,53,8,13.11,20
2024-05-05,Sunday,True,False,True,530,34.9,Veg Puff,29,29,29,0,0.0,18
2024-05-05,Sunday,True,False,True,530,34.9,Maggi,31,31,31,0,0.0,30
2024-05-06,Monday,False,False,True,917,34.4,Samosa,104,128,99,29,22.66,12
2024-05-06,Monday,False,False,True,917,34.4,Vada Pav,82,67,67,0,0.0,15
2024-05-06,Monday,False,False,True,917,34.4,Sandwich,60,82,59,23,28.05,40
2024-05-06,Monday,False,False,True,917,34.4,Tea,90,95,88,7,7.37,8
2024-05-06,Monday,False,False,True,917,34.4,Coffee,83,64,64,0,0.0,15
2024-05-06,Monday,False,False,True,917,34.4,Cold Drink,117,113,110,3,2.65,20
2024-05-06,Monday,False,False,True,917,34.4,Veg Puff,77,77,72,5,6.49,18
2024-05-06,Monday,False,False,True,917,34.4,Maggi,63,75,60,15,20.0,30
2024-05-07,Tuesday,False,False,True,821,30.9,Samosa,106,138,108,30,21.74,12
2024-05-07,Tuesday,False,False,True,821,30.9,Vada Pav,77,108,76,32,29.63,15
2024-05-07,Tuesday,False,False,True,821,30.9,Sandwich,55,66,60,6,9.09,40
2024-05-07,Tuesday,False,False,True,821,30.9,Tea,80,87,81,6,6.9,8
2024-05-07,Tuesday,False,False,True,821,30.9,Coffee,69,69,69,0,0.0,15
2024-05-07,Tuesday,False,False,True,821,30.9,Cold Drink,111,130,105,25,19.23,20
2024-05-07,Tuesday,False,False,True,821,30.9,Veg Puff,46,54,48,6,11.11,18
2024-05-07,Tuesday,False,False,True,821,30.9,Maggi,53,60,51,9,15.0,30
2024-05-08,Wednesday,False,False,True,690,36.5,Samosa,89,81,81,0,0.0,12
2024-05-08,Wednesday,False,False,True,690,36.5,Vada Pav,67,91,62,29,31.87,15
2024-05-08,Wednesday,False,False,True,690,36.5,Sandwich,43,48,44,4,8.33,40
2024-05-08,Wednesday,False,False,True,690,36.5,Tea,90,113,88,25,22.12,8
2024-05-08,Wednesday,False,False,True,690,36.5,Coffee,35,46,33,13,28.26,15
2024-05-08,Wednesday,False,False,True,690,36.5,Cold Drink,107,118,115,3,2.54,20
2024-05-08,Wednesday,False,False,True,690,36.5,Veg Puff,53,59,51,8,13.56,18
2024-05-08,Wednesday,False,False,True,690,36.5,Maggi,40,48,40,8,16.67,30
2024-05-09,Thursday,False,False,True,740,33.5,Samosa,84,69,69,0,0.0,12
2024-05-09,Thursday,False,False,True,740,33.5,Vada Pav,57,55,52,3,5.45,15
2024-05-09,Thursday,False,False,True,740,33.5,Sandwich,44,41,41,0,0.0,40
2024-05-09,Thursday,False,False,True,740,33.5,Tea,107,114,107,7,6.14,8
2024-05-09,Thursday,False,False,True,740,33.5,Coffee,61,71,60,11,15.49,15
2024-05-09,Thursday,False,False,True,740,33.5,Cold Drink,78,106,85,21,19.81,20
2024-05-09,Thursday,False,False,True,740,33.5,Veg Puff,39,38,38,0,0.0,18
2024-05-09,Thursday,False,False,True,740,33.5,Maggi,39,47,37,10,21.28,30
2024-05-10,Friday,False,False,True,1016,37.6,Samosa,117,152,123,29,19.08,12
2024-05-10,Friday,False,False,True,1016,37.6,Vada Pav,85,87,85,2,2.3,15
2024-05-10,Friday,False,False,True,1016,37.6,Sandwich,88,103,81,22,21.36,40
2024-05-10,Friday,False,False,True,1016,37.6,Tea,77,87,76,11,12.64,8
2024-05-10,Friday,False,False,True,1016,37.6,Coffee,87,81,81,0,0.0,15
2024-05-10,Friday,False,False,True,1016,37.6,Cold Drink,154,229,150,79,34.5,20
2024-05-10,Friday,False,False,True,1016,37.6,Veg Puff,75,92,75,17,18.48,18
2024-05-10,Friday,False,False,True,1016,37.6,Maggi,61,74,53,21,28.38,30
2024-05-11,Saturday,True,False,True,534,34.4,Samosa,47,68,45,23,33.82,12
2024-05-11,Saturday,True,False,True,534,34.4,Vada Pav,35,50,33,17,34.0,15
2024-05-11,Saturday,True,False,True,534,34.4,Sandwich,30,33,31,2,6.06,40
2024-05-11,Saturday,True,False,True,534,34.4,Tea,47,44,44,0,0.0,8
2024-05-11,Saturday,True,False,True,534,34.4,Coffee,26,29,26,3,10.34,15
2024-05-11,Saturday,True,False,True,534,34.4,Cold Drink,58,51,51,0,0.0,20
2024-05-11,Saturday,True,False,True,534,34.4,Veg Puff,33,44,33,11,25.0,18
2024-05-11,Saturday,True,False,True,534,34.4,Maggi,34,41,36,5,12.2,30
2024-05-12,Sunday,True,False,True,526,33.7,Samosa,76,97,78,19,19.59,12
2024-05-12,Sunday,True,False,True,526,33.7,Vada Pav,26,24,24,0,0.0,15
2024-05-12,Sunday,True,False,True,526,33.7,Sandwich,36,38,36,2,5.26,40
2024-05-12,Sunday,True,False,True,526,33.7,Tea,69,86,65,21,24.42,8
2024-05-12,Sunday,True,False,True,526,33.7,Coffee,32,32,31,1,3.12,15
2024-05-12,Sunday,True,False,True,526,33.7,Cold Drink,49,52,45,7,13.46,20
2024-05-12,Sunday,True,False,True,526,33.7,Veg Puff,29,30,24,6,20.0,18
2024-05-12,Sunday,True,False,True,526,33.7,Maggi,39,51,38,13,25.49,30
2024-05-13,Monday,False,False,True,801,30.5,Samosa,111,159,111,48,30.19,12
2024-05-13,Monday,False,False,True,801,30.5,Vada Pav,81,95,75,20,21.05,15
2024-05-13,Monday,False,False,True,801,30.5,Sandwich,60,70,58,12,17.14,40
